text_en,text_tfidf
The road along Channsandra Main Road has a lot of sand accumulated along both its sides. As vehicles pass this entire sand rises up and it becomes too dusty. Recently BWSSB had laid pipes across this road and has left it without tarring making things worse. With the amount of dust rising from this road people will definitely develop respiratory ailments. Moreover it's not liveable at this place anymore.,road along channsandra main road lot sand accumulated along side vehicle pas entire sand rise becomes dusty recently bwssb laid pipe across road left without tarring making thing worse amount dust rising road people definitely develop respiratory ailment moreover liveable place anymore
"The original road which was dug for several people like, telephone, BWSSB, Broadband etc. Now the road condition is so pathetic that even auto guys do not want to come on that road. 
There are huge manholes which are above the ground level and unfinished. Its very risky and life threatening to walk during the night. 

Request authorities to look into this and help",original road dug several people like telephone bwssb broadband etc road condition pathetic even auto guy want come road huge manhole ground level unfinished risky life threatening walk night request authority look help
"None of the street light working
road is completely damaged",none street light working road completely damaged
"Respected Sir,

Our humble request to help here as there are lotany pigs that are continiusly on the street which is causing issue to the kids who are studying near by EURO KIDS school. We are really concerned about health issues especially for kids.

Kindly help on this as soon as possible.

Regards
Basheera",respected sir humble request help lotany pig continiusly street causing issue kid studying near euro kid school really concerned health issue especially kid kindly help soon possible regard basheera
"No such power maintenance , regular cuts. facing issues for all families",power maintenance regular cut facing issue family
"Worst road condition, not commutable at all. Bellandur Railway station road",worst road condition commutable bellandur railway station road
"Entire area has been dug up to lay pipes and closed with mud.  There are dust particles in the air even if people are walking. It's a health hazard being exposed to this environment. Just be living in this area, children and adults can be asthma prone.",entire area dug lay pipe closed mud dust particle air even people walking health hazard exposed environment living area child adult asthma prone
One of the slab of the foot path is broken in front of G M Nest Apartment Gate. Please replace this to avoid any accidents. Thanks!,one slab foot path broken front nest apartment gate please replace avoid accident thanks
Water leakage from ceiling of under pass  rajajinagar 1st block  rajkumar road,water leakage ceiling pas rajajinagar block rajkumar road
The sewage manhole is overflowing onto the road 24/7 since 6 months.no action has been taken despite numerous complaints.,sewage manhole overflowing onto road since month action taken despite numerous complaint
"KIADB complex consist of many organizations on Govt and Pvt sector. We are observing , This garbage was building from Govt office only. After garbage build, they will burn the garbage in a every week. Many peoples suffering because of this. It is like shame to Govt. Request to take action on priority to avoid garbage build.",kiadb complex consist many organization govt pvt sector observing garbage building govt office garbage build burn garbage every week many people suffering like shame govt request take action priority avoid garbage build
Dumping garbage has become a mess near our area..  Educated people through there waste in front of our house. And garbage guy don't take the waste. Because of these we are facing health issues . At night people through nd go....  Not only we request you to clean.  We want you to make public strictly awareness....  If we clean ND do some painting of awareness people come in bike ND car ND through garbage from different area... It il be more helpful,dumping garbage become mess near area educated people waste front house garbage guy take waste facing health issue night people request clean want make public strictly awareness clean painting awareness people come bike car garbage different area helpful
Potholes at dairy circle under the bridge towards bannerghatta road,pothole dairy circle bridge towards bannerghatta road
"Owner of site no .. 42 .. 7 main nobonagar  sector 2  Begur Ward 192, has removed pillars from govt land, and encroached it, blocked sanitary line affecting approximately 100 houses/ flats. Overflowing  SWD  adjacent to site, can cause  stagnation  and result in health hazards to residents. Finally there is a WP. 384O/14 on this land. Immediate action is requested.",owner site main nobonagar sector begur ward removed pillar govt land encroached blocked sanitary line affecting approximately house flat overflowing swd adjacent site cause stagnation result health hazard resident finally land immediate action requested
"An electric pole on Basapura Main Road (near Hosa Road junction, Electronics City Post) severely damaged and left unattaended. I’ve called BESCOM helpline 1912 today and raised a complaint AS13EEVT69. Plz replace the pole immediately. This is in very dangerous condition. Thanks, Siva",electric pole basapura main road near hosa road junction electronics city post severely damaged left unattaended called bescom helpline today raised complaint eevt plz replace pole immediately dangerous condition thanks siva
The hawkers are blocking road entry evening and it's a lot of problem to cross road by car .. please solve the issue,hawker blocking road entry evening lot problem cross road car please solve issue
Road side drain is not constructed in any roads in Sri Balaji Layout Vittasandra Main road,road side drain constructed road sri balaji layout vittasandra main road
"I see three vehicles entering this dip hole and falling of the vehicle everyday. Sometimes they are safe , sometimes their vehicle dents and some survive with injuries. Make sure to level this road before anybody's life is taken away by these bad roads.",see three vehicle entering dip hole falling vehicle everyday sometimes safe sometimes vehicle dent survive injury make sure level road anybody life taken away bad road
"4th A cross, Kasturi Nagar corner Street light is not working since 15 days. Very difficult during night times. Request you to repair at the earliest.",cross kasturi nagar corner street light working since day difficult night time request repair earliest
"Lingarajpuram 7th cross Roads totally spolid more then 5 month no one is bothering , In same road there is 2 schools ( priya English medium school and Sidharth gove school )",lingarajpuram cross road totally spolid month one bothering road school priya english medium school sidharth gove school
"There  is now power  from today  moring I rise  compline  as well then I waited  from 8Am 11am till now there  is no response from bescom  & they  blocked  our numbers  as well. what the bulshit is thus blady Government doing I don't  no.
location in Hbr layout  4th block  near Kk store",power today moring rise compline well waited till response bescom blocked number well bulshit thus blady government location hbr layout block near store
"Despite lock down due to Covid 19 in our layout, we can see people from other areas selling fruits in open truck loudly announcing about the rates in all all Cross Road from 5 pm continuing to 7.15 pm today. It is nuisance to children studying online as well as senior citizens.",despite lock due covid layout see people area selling fruit open truck loudly announcing rate cross road continuing today nuisance child studying online well senior citizen
People throw garbage near the house and even garbage collectors dump garbage here. The road looks very bad and it smells. People also smoke and here which is not comfortable. Kindly look into this and do the needful.,people throw garbage near house even garbage collector dump garbage road look bad smell people also smoke comfortable kindly look needful
"Footpath on the perimeter of Silver Jubilee Park on SJP Road side is a mass public urination spot. It is used by auto drivers, goods vehicle drivers, business owners on SP road amongst others. GPS coordinates are: 12.964059, 77.580908",footpath perimeter silver jubilee park sjp road side mass public urination spot used auto driver good vehicle driver business owner road amongst others gps coordinate
The dug road for BWSSB pipeline has been causing a problem for months now for daily commuters. Due to Manyata entry via this road the traffic woes have become worse for area residents,dug road bwssb pipeline causing problem month daily commuter due manyata entry via road traffic woe become worse area resident
Vehicle parked since one week and causing traffic as main road in gayatrinagar,vehicle parked since one week causing traffic main road gayatrinagar
Too many potholes on the road and are not visible in the night. This leading to traffic congestion and is dangerous to motorists,many pothole road visible night leading traffic congestion dangerous motorist
"Empty land belonging to ecosmos company is being encroached by unauthorised slum and also used for rampant dropping of garbage by adjacent Sri Guru Chicken shop, restaurants and adjoining labourer quarters. It is also used for open defecation.

Highly unhygienic and disgusting. Adjoining apartments like Oceanus Triton and Bren Paddington are living in health hazard due to this

Multiple complaints raised to BBMP before were all closed without addressing the problem.",empty land belonging ecosmos company encroached unauthorised slum also used rampant dropping garbage adjacent sri guru chicken shop restaurant adjoining labourer quarter also used open defecation highly unhygienic disgusting adjoining apartment like oceanus triton bren paddington living health hazard due multiple complaint raised bbmp closed without addressing problem
This old median is invisible for drivers and end up driving over it and damaging their car. Please remove it.,old median invisible driver end driving damaging car please remove
Rain water drainage repair work contractor bumping the Garbage in front of my house which is causing very bad smell.  This needs to be stopped and cleared,rain water drainage repair work contractor bumping garbage front house causing bad smell need stopped cleared
Street lights on 2nd 3rd 4th mains and 9th and 4th  cross roads of Jagadish Nagar (Ward 87)  unable to put off the lights due to a problem in the switch.  The switch is near the Bakery on 8th Cross Jagadish Nagar,street light main cross road jagadish nagar ward unable put light due problem switch switch near bakery cross jagadish nagar
"16th main, 10th cross street light (towards MES playground last pole) is not working for last 20 days. Please do the needful.",main cross street light towards me playground last pole working last day please needful
"8-10 stray dogs have formed a group and attacks cyclists, morning walkers and two wheelers. Stray dog group is fed on street by a resident. This is causing nuisance to the whole neighborhood. Could something be done to avoid this menacing situation please",stray dog formed group attack cyclist morning walker two wheeler stray dog group fed street resident causing nuisance whole neighborhood could something done avoid menacing situation please
Posh busy BEL road and 80 feet road have broken footpaths all over hence requires a big upgrade as soon as possible. Tendersure upgrade should be the priority.,posh busy bel road foot road broken footpath hence requires big upgrade soon possible tendersure upgrade priority
The road connecting Mahaveer Oberon is is worst condition. complete road cement has came out and near by roads are also in worst shape. please repair ASAP,road connecting mahaveer oberon worst condition complete road cement came near road also worst shape please repair asap
There is no streetlight on 7b main for nearly 150 ft so it is dark and unsafe for pedestrians and residents.. photo taken during the day,streetlight main nearly dark unsafe pedestrian resident photo taken day
"We saw the snakes around our house number of times where the people and kids playing regularly and it is harmful to the people so please take any action,,, Snake around 6 feet Brown colour &  Black and slightly brown 4 feet",saw snake around house number time people kid playing regularly harmful people please take action snake around foot brown colour black slightly brown foot
Due to absence of proper public urinals n lack of their Maintainance people using public spots to urinate,due absence proper public urinal lack maintainance people using public spot urinate
This is the condition of public property from past 3 yrs I have raised complaint and it’s been 9 month no one is bothering to see that this ppl r using footpath as private property and road also,condition public property past yr raised complaint month one bothering see ppl using footpath private property road also
The society doesnt have a garbage bins and people deposit the garbage on the roads which attracts the animals. The animals feed off of it as they have no idea what they are feeding on. The poor animals consume plastic bags which will further have a harmful effect on them. A covered garbage bin will be helpful.,society doesnt garbage bin people deposit garbage road attracts animal animal feed idea feeding poor animal consume plastic bag harmful effect covered garbage bin helpful
"People throw garbage next to my house and we have been complaining about it from more than a year and no action has been taken , I request you to take an action immediately",people throw garbage next house complaining year action taken request take action immediately
"Dear Sir/Madam,
We have been facing issues with people consuming alcohol right outside our house and shop doors, gambling, sleeping after passing out inside out gates, leaving alcohol bottles and standing in group always. It is really unsafe for my family to stay and my wife to run a shop when I am outside the house. Request you to please take some measure before an incident occurs.
Awaiting for your support and Thanks in advance.

Regards 
Shaik Saleem
9880197494",dear sir madam facing issue people consuming alcohol right outside house shop door gambling sleeping passing inside gate leaving alcohol bottle standing group always really unsafe family stay wife run shop outside house request please take measure incident occurs awaiting support thanks advance regard shaik saleem
"It's going to be a month now.
when you have taken up work to provide good road / Sweage to public please do the work on time. all the surrounding roads of the areas are demolished and no Proper planning . people are slipping and falling due to rain . no place to walk or park bikes . no one is responsible.",going month taken work provide good road sweage public please work time surrounding road area demolished proper planning people slipping falling due rain place walk park bike one responsible
Tree cut but house owner and left on the footpath has now become a garbage dump. Please fine the violator and clear this area urgently before it becomes a black spot thank you,tree cut house owner left footpath become garbage dump please fine violator clear area urgently becomes black spot thank
"Nobel Residency Road, Doddakamanahalli main road, Yellanahalli, Begur, Bangalore 560076,Ward 192 is in pathetic state. No action has been taken by BBMP to address this although several complaints have been registered. What is BBMP waiting for? accidents to take place?",nobel residency road doddakamanahalli main road yellanahalli begur bangalore ward pathetic state action taken bbmp address although several complaint registered bbmp waiting accident take place
"The frequent, unscheduled and untimely power cuts in Kaggadasapura is making life really miserable. The power cut happens anytime of the day and for any number of times. 

I am writing this on 28 th nov, 2:45am.Currently there is no power and it's not raining. 
Please look into this matter. 
Thanks",frequent unscheduled untimely power cut kaggadasapura making life really miserable power cut happens anytime day number time writing nov currently power raining please look matter thanks
"Please fix big big potholes from on road (Near cafe coffee day, Vijaya bank layout) that goes towards Visveshwaraya Road.) Both start and ending sides are having big potholes which are not healthy for back spine and not good for Car ride as well, please fix it soon",please fix big big pothole road near cafe coffee day vijaya bank layout go towards visveshwaraya road start ending side big pothole healthy back spine good car ride well please fix soon
"This what road looks from past 1 year, ??? ?????? ???? ?????? ??????????,,,?",road look past year
This person overtook me dangerously and upon questioning started verbally abusing me. He's also not wearing a helmet.,person overtook dangerously upon questioning started verbally abusing also wearing helmet
"Although the entire Hennur Main road, the road condition is really bad with major potholes in front of d-mart. But this complaint is specifically for bad road condition in front of mantri splendor. Every alternate month the road is dug up for pipeline fixing and then the road is left with potholes and debris/mud all around. 

Need the road to be fixed with proper removal of debris and mud.",although entire hennur main road road condition really bad major pothole front mart complaint specifically bad road condition front mantri splendor every alternate month road dug pipeline fixing road left pothole debris mud around need road fixed proper removal debris mud
"No timings, no proper reason.. the power is gone anytime. This is happening on regular basis. They don't have any answer and update why there was a power cut in the area.",timing proper reason power gone anytime happening regular basis answer update power cut area
The road near my house was dug to put carvery pipelines however that is dug and just left for months together now and due to this there is lot of dust and accidents and v are also getting asmathetic .please do something,road near house dug put carvery pipeline however dug left month together due lot dust accident also getting asmathetic please something
"BWSSB seems to be sleeping. they have dug up in the corner of the street putting pedestrians, senior citizens visiting Mallikarjuna temple in grave danger of Injury",bwssb seems sleeping dug corner street putting pedestrian senior citizen visiting mallikarjuna temple grave danger injury
"The road leading from 24th cross to Jairamdas bus stop via sunday bar road is in utter disrepair. Manhole on this road was repaired after which the road has been left with all ruts, potholes & what not!",road leading cross jairamdas bus stop via sunday bar road utter disrepair manhole road repaired road left rut pothole
10 or more agressive street dogs have made it very difficult to use streets or roads or house. All garbage is torn up. They are attacking people in evening or night time. And full night.of noise . These dogs need to be removed .,agressive street dog made difficult use street road house garbage torn attacking people evening night time full night noise dog need removed
"Road is broken due to heavy truck movement, This truck was used to fill soil. On complaining builder filled soil. 
now road is not usable during rainy season. Please help to fix.",road broken due heavy truck movement truck used fill soil complaining builder filled soil road usable rainy season please help fix
This is repeatedly happening garbage being dumped  causing mosquito s nkindly take action on priority,repeatedly happening garbage dumped causing mosquito nkindly take action priority
Road near AET Junction that connects to Sarjapur road is in a terrible condition with big pot holes and drainage water on the main road. Please do something about it.,road near aet junction connects sarjapur road terrible condition big pot hole drainage water main road please something
"Drain slab cover higher than road level, vehicles are unable to take the proper turn. request for repair the same.",drain slab cover higher road level vehicle unable take proper turn request repair
"There is a set of people dumping waste in common area and burning it, the waste are collected in large chunks of plastic bags and they are burning it on a daily basis. there are lot of people staying near by and affecting everyone",set people dumping waste common area burning waste collected large chunk plastic bag burning daily basis lot people staying near affecting everyone
Need to Provide Tar on the paved Road its creating dust and non hygene to the area.,need provide tar paved road creating dust non hygene area
"Garbage collection people are asking 100 rupees on monthly basis they dont stop we have tried many times but they only stop in front of houses who pay then 100 rupee.
We are forced to throw garbage on open land or go and give plastic waste to people usually collect it.
Really this area is so untidy and just because our house at he end of lane maximum facilities does not reach us.",garbage collection people asking rupee monthly basis dont stop tried many time stop front house pay rupee forced throw garbage open land give plastic waste people usually collect really area untidy house end lane maximum facility reach
The road is very bad state. please repair and make drivable ASAP,road bad state please repair make drivable asap
"The road stated here is 3rd Main road , Hormavu .
The road has been dug so badly for adding new electrical wiring. Now the road is in extremely bad shape and the motorist can not even drive properly on the road and there is extremely high risk of accidents/injury for the passengers. All the road is in extremely bad shape and need to be fixed as soon as possible.",road stated main road hormavu road dug badly adding new electrical wiring road extremely bad shape motorist even drive properly road extremely high risk accident injury passenger road extremely bad shape need fixed soon possible
Lot of dogs in area. Chasing behind the vehicles and difficult to walk on street during day and night. Barking day and night. Please help to take out these dogs from area. Thanks,lot dog area chasing behind vehicle difficult walk street day night barking day night please help take dog area thanks
Unnecessary drain work. The jelly stone and sand all over the toad. People not able to walk.,unnecessary drain work jelly stone sand toad people able walk
"There are thousands of people who has to go by walk on the Horamavu Main Road for various purposes.
It is absolutely impossible to walk on this road, there are no pedestrian way, even if there are in some places, it is completely occupied by vendors. Broken roads are always with full of traffic. 
Where the People would walk ?
Kindly give some solution.",thousand people walk horamavu main road various purpose absolutely impossible walk road pedestrian way even place completely occupied vendor broken road always full traffic people would walk kindly give solution
"There is no proper road due to which there is no drainage, tar road, foot path & children's park is in dilapidated condition. Location- 9th main narayana nagar, 2nd block, bengaluru-560062",proper road due drainage tar road foot path child park dilapidated condition location main narayana nagar block bengaluru
"Please tar and completely fix the road behind Cisco (Bhoganahalli).
The road starts from Outer Ring road, goes behind Cisco Back gate, travels through Prestige societies, Gear Innovative Intl School, then turns towards the intersection joining Sarjapur Road. An entire 2 km stretch is in horrendous condition. It is not safe for driving, biking. This road is in this lacklustre condition for years now.

Kindly take a step and get this sorted out.",please tar completely fix road behind cisco bhoganahalli road start outer ring road go behind cisco back gate travel prestige society gear innovative intl school turn towards intersection joining sarjapur road entire stretch horrendous condition safe driving biking road lacklustre condition year kindly take step get sorted
"Road connecting Hosa road to Ahad Excellencia is in a very poor condition. The road is extremely muddy, potholes are common, and gets worse during rainy season. Our vehicles slip and is extremely dangerous for use. We wish to avoid any forms of accident on that road. Kindly look into it immediately.",road connecting hosa road ahad excellencia poor condition road extremely muddy pothole common get worse rainy season vehicle slip extremely dangerous use wish avoid form accident road kindly look immediately
"In either sides of this 80 Feet Road, tractor loads for garbage are being dumped each day and there is absolutely no one doing anything about it.",either side foot road tractor load garbage dumped day absolutely one anything
"Hi Team

Pole Wire to home is disconnected, no power supply to home.
This happens frequently when there are heavy winds, please fix permanently.

Thank You.",team pole wire home disconnected power supply home happens frequently heavy wind please fix permanently thank
"These days we are facing lot of powercuts in Rammurthy Nagar TC Palya road. Morning 7 they will cut the power and evening 6:00 we get again.This is really pathetic. The best thing is once they power cut the office keeps the phone aside so when we try to call always the answer I get is ""This number cannot be reachable"". Once the power is back immediately the phone starts ringing. Can you please take this into consideration and redirect to correct authority. This is horrible and pathetic. Villages are getting better power than cities now.",day facing lot powercuts rammurthy nagar palya road morning cut power evening get really pathetic best thing power cut office keep phone aside try call always answer get number cannot reachable power back immediately phone start ringing please take consideration redirect correct authority horrible pathetic village getting better power city
Is this  road or a hill full of holes and humps,road hill full hole hump
I stay in a residential area and they have started wielding shop behind my house. While I understand that it's their work but the noise level is extremely high and it is disturbing. We have tried informing the concerned people and they don't seem to care about the neighbours.,stay residential area started wielding shop behind house understand work noise level extremely high disturbing tried informing concerned people seem care neighbour
"Major potholes in Gottigere main road , no proper traffic movement , Due to which we are reaching office very late everyday .",major pothole gottigere main road proper traffic movement due reaching office late everyday
My car tire burst yesterday due to open sharp metal lid on the road. This metal lid is open from many days and many vehicle tires are damaged. Please repair this and provide me the compensation to replace the damaged tire.,car tire burst yesterday due open sharp metal lid road metal lid open many day many vehicle tire damaged please repair provide compensation replace damaged tire
"Last year same problem started again where the bridge in entrance of Vivekananda road Ramurthy nagar overflows from past 2 days during rains and enters road and houses and people having sleepless night. Last year after complaint the footpaths were raised which was bad solution and nothing resolved. Can you please take this problem seriously and clean the bridge and help to stop water over flowing in roads and houses.
Past so many years people are suffering but no one corporator or area counsellor taking it seriously and helping people.",last year problem started bridge entrance vivekananda road ramurthy nagar overflow past day rain enters road house people sleepless night last year complaint footpath raised bad solution nothing resolved please take problem seriously clean bridge help stop water flowing road house past many year people suffering one corporator area counsellor taking seriously helping people
Garbage is dumped near chikkabommasandra circle next to mufti showroom.please look into it and find a permanent solution.,garbage dumped near chikkabommasandra circle next mufti showroom please look find permanent solution
No regular cauvery water supply at 5th cross Vagdevi vilas road 2nd Main SLN layout Munnekolla Marathahalli Bangalore. sometimes they turn on for this lane  only less than half an hour on Saturdays. Every lane receives 2 days in a week  for long hours. I don't understand why this lane is not given the permission. please do the needful.,regular cauvery water supply cross vagdevi vila road main sln layout munnekolla marathahalli bangalore sometimes turn lane less half hour saturday every lane receives day week long hour understand lane given permission please needful
Road not proper leading to many accidents in main highway,road proper leading many accident main highway
Road in Begur Circle one way towards Koppa needs repair,road begur circle one way towards koppa need repair
"Road behind Sobha Sunbeam near Nice Road on Kanakapura Rd is in a very bad shape and needs your urgent attention please. It's a nightmare driving on this road. 
Request you to please fix this. Thanks.",road behind sobha sunbeam near nice road kanakapura bad shape need urgent attention please nightmare driving road request please fix thanks
"Newly made roads & footpath made for people to walk on is messed up n occupied by shops, these retailers should display their products in their property not on public property, u can see that there is very limited space for vehicles to move in new roads, becuz of this people have to walk on road. Which is dangerous. Please revert on the same n please take necessary action.",newly made road footpath made people walk messed occupied shop retailer display product property public property see limited space vehicle move new road becuz people walk road dangerous please revert please take necessary action
"About 5 km each side of dommasandra junction, there is huge garbage dumped on either side of the road.. otherwise green, it spoils the whole road. regular garbage collection and processing must start immediately.",side dommasandra junction huge garbage dumped either side road otherwise green spoil whole road regular garbage collection processing must start immediately
From Ragvendra circle to Nri layout there is no proper road from years road are damaged. Whole daily going to offi or dropping kids to school we are facing too much difficulties especially on rain tume roads are blocked with water and unable to ride vehicle in that road . Kindly check and construct good roads for public help.,ragvendra circle nri layout proper road year road damaged whole daily going offi dropping kid school facing much difficulty especially rain tume road blocked water unable ride vehicle road kindly check construct good road public help
"Footpath incomplete and broken opposite my residence at junction of 2nd Main Road with 4th Cross Road, First Block, Koramangala, Bengaluru 560034",footpath incomplete broken opposite residence junction main road cross road first block koramangala bengaluru
"Horamavu Agara road is not asphalted for wrong time and two months back put the jelly with msand and left, it creates lot of dust in the complete residential area near Voddarapalaya. It causes to allergy and sick to many children in the locality.
I humbly request to do tar asphalted road immediately.
Thanks.",horamavu agara road asphalted wrong time two month back put jelly msand left creates lot dust complete residential area near voddarapalaya cause allergy sick many child locality humbly request tar asphalted road immediately thanks
Garbage dumping on vacant land by local residents.. garbage collector collects garbage daily  in this place eventhough some local residents throw garbage here...,garbage dumping vacant land local resident garbage collector collect garbage daily place eventhough local resident throw garbage
They bite the by passers and lot of barking shouting in the night. Need a strong action and attention,bite passer lot barking shouting night need strong action attention
"Please fill the potholes on Flyover which can cause a serious accidents on flyover as flyover has deep curve and vehicle trying to escape the bump over potholes can cause severe accidents.
A lane markings are required on these roads to justify the width and path.",please fill pothole flyover cause serious accident flyover flyover deep curve vehicle trying escape bump pothole cause severe accident lane marking required road justify width path
Mosquitoes spread near Green glen layout has caused several cases of dengue in last 10 days. Need spray of mosquito repellant medication near this area.,mosquito spread near green glen layout caused several case dengue last day need spray mosquito repellant medication near area
"The Park was established by Mr Raghu (MLA), But Not maintained after that. 
Kids Play area is completely gone bad without maintenance of the swings/slides. 
1.> Please change the kids play swings.
2.> there is empty space inside the park where Elder people play cricket/football and hurt small kids and other old people. Please use the space effectively by putting some GYM equipments.",park established raghu mla maintained kid play area completely gone bad without maintenance swing slide please change kid play swing empty space inside park elder people play cricket football hurt small kid old people please use space effectively putting gym equipment
"All along the Raj Kaluve connecting Hebbal and Nagavara Lake and adjacent to AG Bethel church, Garbage , glass bottle is being dumped and now spilling into the Kaluve. This place is nicely hidden between ring road and the Kaluve and missing public attention.",along raj kaluve connecting hebbal nagavara lake adjacent bethel church garbage glass bottle dumped spilling kaluve place nicely hidden ring road kaluve missing public attention
Garage has been dumped by people and is not cleaned from a month.plaese look I to it.,garage dumped people cleaned month plaese look
Too many people standing on bus stop on the road there is no shelter or toilet,many people standing bus stop road shelter toilet
"No street  lights in the whole of Tin Factory area, absolutely DARK",street light whole tin factory area absolutely dark
"With adjoining Begur and Hongasandra getting Civis positive cases, Vishwapriyanagar has to be extra cautious. But in the evenings, we can see many push carts and open trucks selling vegetables with most of the sellers not wearing face mask or kerchief around mouth and nose. Also few residents go for evening walks in groups without face mask and social distance.",adjoining begur hongasandra getting civis positive case vishwapriyanagar extra cautious evening see many push cart open truck selling vegetable seller wearing face mask kerchief around mouth nose also resident evening walk group without face mask social distance
"Around 5-8 female dogs have given birth lately to many puppies. 
It's very sad that these female dogs r off very less age and they r likely to give more births . 

Kindly please do the birth control for all mother dogs and puppies.

Note: Strictly NO killing of any dogs please.

Thanks",around female dog given birth lately many puppy sad female dog less age likely give birth kindly please birth control mother dog puppy note strictly killing dog please thanks
"I have got Khata converted to my name for the apartment with SAS Base Application No:1601277355. The property no is 27/176/21/1,21/1,22/2A,23/2,30/A-910 ( Ward no: 192) in Beratena Agrahara. But when I checked online at https://bbmptax.karnataka.gov.in/Default.aspx, the system still shows the old owner's name. Could you please help to change it.

New Owner: Archana Rajkumar",got khata converted name apartment sa base application property ward beratena agrahara checked online http bbmptax karnataka gov default aspx system still show old owner name could please help change new owner archana rajkumar
Bounce tow service lorries more than 5 parked in Ragigudda Road since one week.,bounce tow service lorry parked ragigudda road since one week
KA 05 KU 7113 Triple Riding also no Helmet at 5.32 pm on Kanakapura Road on 10th April,triple riding also helmet kanakapura road april
"Informed to daily garbage collector's and they are least bothered, please clear this.
Opposite road to vidyanekethan school",informed daily garbage collector least bothered please clear opposite road vidyanekethan school
Garbage laying since many days near 29th cross kaggdaspura Balaji layout,garbage laying since many day near cross kaggdaspura balaji layout
Many cars and bikes not following rules. up the wrong way,many car bike following rule wrong way
"Between Yediyur circle and Nagasandra circle on South End Road, Basavanagudi, street lights have to be installed on several poles. Only few street lights are there now. Also, existing sodium vapour lamps to be replaced with brighter LED lights. Thanks.",yediyur circle nagasandra circle south end road basavanagudi street light installed several pole street light also existing sodium vapour lamp replaced brighter led light thanks
"Clean and fill the potholes in the bridge opposite to Sarjapur Decathalon
Too much pollution due to mud in the bridge",clean fill pothole bridge opposite sarjapur decathalon much pollution due mud bridge
"We request on behalf of all youngsters to allot a playground wherever possible near our locality , we dont  even have a small place to play any outdoor sport 
i hope you consider our request and do needful thing for betterment of our youths.
once again i hope you understand our problem and allot a playground for outdoor sport.
cholanayakanahalli bengaluru 
thanking you",request behalf youngster allot playground wherever possible near locality dont even small place play outdoor sport hope consider request needful thing betterment youth hope understand problem allot playground outdoor sport cholanayakanahalli bengaluru thanking
Gutter LINE dangerously open near chaitanya hospital in RT nagar please pics immediately,gutter line dangerously open near chaitanya hospital nagar please pic immediately
"A garbage truck is parked on Kasturba road, near cubbon park, opposite kanteerava stadium. It seems to have been there for a long time, almost never taken from there. 
I request the appropriate authorities to take action against this.",garbage truck parked kasturba road near cubbon park opposite kanteerava stadium seems long time almost never taken request appropriate authority take action
"We have reported this last year as well.All other crosses are tarred but only 1St cross is left as it is.

I request you to please take action.
During rainy season we are facing lot of difficulty .
If other crosses are tarred then why not ours. ?

Thanks
Radhakrishnan",reported last year well cross tarred cross left request please take action rainy season facing lot difficulty cross tarred thanks radhakrishnan
"Everyday - morning and evening, a water tanker will travel across this area announcing ""water, water, water...."" on a loudspeaker. This is very loud and extremely disturbing. He also works his vehicle horn non-stop to announce his arrival at each road junction",everyday morning evening water tanker travel across area announcing water water water loudspeaker loud extremely disturbing also work vehicle horn non stop announce arrival road junction
"From the last 2 years, we have relentlessly complained to BWSSB - including the chairman about this problem:

On days when water is supplied by BWSSB, the water comes at a very low pressure compared to what it used to come 2 years earlier. This results in insufficient quantity of water. This area has many senior citizens and BWSSB has not addressed this problem inspite of many complaints and requests.
Request you to please get this addressed at the earliest to give relief to senior citizens",last year relentlessly complained bwssb including chairman problem day water supplied bwssb water come low pressure compared used come year earlier result insufficient quantity water area many senior citizen bwssb addressed problem inspite many complaint request request please get addressed earliest give relief senior citizen
Vehicle parked in front of our shop in lalbagh road since 8:00 AM. Also the violator parks his vehicle exactly in front of our shop everyday and also looks drunk at times.,vehicle parked front shop lalbagh road since also violator park vehicle exactly front shop everyday also look drunk time
We have an unclaimed auto rickshaw parked in the lane from a long time which is used by nearby rowdies to drink and smoke. This has become a everyday activity in the residential area. Request that the auto rickshaw be removed and night patrolling provided in the lane.,unclaimed auto rickshaw parked lane long time used nearby rowdy drink smoke become everyday activity residential area request auto rickshaw removed night patrolling provided lane
Kindly make them stop ..v habe elderly  and kids at home,kindly make stop habe elderly kid home
Tarring of Mud Road is provided to all the Roads in my layout except the road which is infront of my road. could this be addressed.,tarring mud road provided road layout except road infront road could addressed
"We have applied for Khata Certificate on 07th of March,  2019. The officer said to collect on 8th of March,  but from 8th to till date we are coming daily and waiting whole day,  but again he is telling come tomorrow,  the officer name is Mr.  Srinivas.  How can he behave like that.  He is telling this officer is not there and that officer is not there like that.  But in this office all the officers are there.",applied khata certificate march officer said collect march till date coming daily waiting whole day telling come tomorrow officer name srinivas behave like telling officer officer like office officer
"There is a big potholes after the railway bridge, it's been there for a very long time. Haven't seen any BBMP team ever to repair it. During monsoon the water gathers there and vehicle struggle to drive in that road.
Please fix the potholes and maintain the road. We are facing lot of unconvince.",big pothole railway bridge long time seen bbmp team ever repair monsoon water gather vehicle struggle drive road please fix pothole maintain road facing lot unconvince
"Hello, Please do asphalting of Balargere Main Road (Between Shoba Dream Acres""Gate No.1 and Gate No.2"" that much stretch is in very bad condition. Thanks in Advance!",hello please asphalting balargere main road shoba dream acre gate gate much stretch bad condition thanks advance
Shoe vendor occupies in Ragigudda Road daily in the evening till night. No parking space to vehicles. Is permission granted by BBMP?,shoe vendor occupies ragigudda road daily evening till night parking space vehicle permission granted bbmp
